Transaction_ID,Date,Year,Month,Quarter,Customer_ID,Bank,Branch,Sector,Transaction_Type,Debit_Credit,Amount_NGN,Account_Balance_NGN,Interest_Rate_pct,NPL_Flag,Exchange_Rate_USD,Outlier_Flag
TXN000183,2023-06-26,2023,June,Q2,CUST1395,UBA,Branch_10,Corporate,Wire Transfer,Credit,1914696.12,5809416.7,10.8,No,1405.5,No
TXN000073,2023-06-26,2023,June,Q2,CUST1473,UBA,Branch_09,Government,Loan Repayment,Debit,229995.22,1914459.06,9.77,Yes,1452.64,No
TXN000718,2023-06-27,2023,June,Q2,CUST1387,Zenith Bank,Branch_04,Corporate,Transfer,Debit,370582.24,2997204.1,19.69,No,1118.73,No
TXN000578,2023-06-27,2023,June,Q2,CUST1416,GTBank,Branch_06,Retail,Wire Transfer,Credit,983697.71,1808278.16,23.14,No,1298.66,No
TXN000578,2023-06-27,2023,June,Q2,CUST1416,GTBank,Branch_06,Retail,Wire Transfer,Credit,983697.71,2574370.14,23.14,No,1298.66,No
TXN000948,2023-06-28,2023,June,Q2,CUST1477,FirstBank Nigeria,Branch_15,Corporate,Deposit,Credit,1555679.19,4047151.4,8.29,No,1363.14,No
TXN000316,2023-06-28,2023,June,Q2,CUST1097,Zenith Bank,Branch_16,Corporate,Interest Credit,Credit,192283.88,2268219.22,15.14,No,880.55,No
TXN000477,2023-06-29,2023,June,Q2,CUST1029,UBA,Branch_17,Retail,Deposit,Credit,1668995.77,5796028.45,6.98,No,832.55,No
TXN001757,2023-06-30,2023,June,Q2,CUST1292,GTBank,Branch_17,Corporate,Loan Repayment,Debit,1524509.11,1649330.92,13.8,No,1319.27,No
TXN001840,2023-06-30,2023,June,Q2,CUST1187,GTBank,Branch_02,Individual,Withdrawal,Debit,693549.58,1535400.12,11.08,No,1021.12,No
TXN001477,2023-07-01,2023,July,Q3,CUST1316,UBA,Branch_08,Corporate,ATM Withdrawal,Debit,303829.94,1808278.16,16.02,No,896.07,No
TXN001910,2023-07-01,2023,July,Q3,CUST1191,Zenith Bank,Branch_11,Government,Wire Transfer,Credit,1832317.14,3037780.0,16.21,No,1426.66,No
TXN001028,2023-07-01,2023,July,Q3,CUST1095,FirstBank Nigeria,Branch_03,Individual,Wire Transfer,Credit,905555.51,1358033.75,10.55,No,1051.26,No
TXN000901,2023-07-02,2023,July,Q3,CUST1290,FirstBank Nigeria,Branch_15,Corporate,ATM Withdrawal,Debit,1356591.34,1808278.16,13.45,Yes,1588.31,No
TXN000116,2023-07-02,2023,July,Q3,CUST1285,FirstBank Nigeria,Branch_01,SME,Transfer,Debit,1405546.2,0.0,11.37,No,904.19,No
TXN001911,2023-07-04,2023,July,Q3,CUST1205,Zenith Bank,Branch_09,SME,Loan Repayment,Debit,1934125.15,0.0,15.14,No,1084.07,No
TXN001467,2023-07-04,2023,July,Q3,CUST1128,Zenith Bank,Branch_08,Individual,Interest Credit,Credit,1027279.06,1027279.06,11.45,No,1231.11,No
TXN001830,2023-07-05,2023,July,Q3,CUST1469,UBA,Branch_07,Retail,Wire Transfer,Credit,1045824.1,4248594.8,5.79,No,1115.41,No
TXN001753,2023-07-07,2023,July,Q3,CUST1439,UBA,Unknown,SME,Deposit,Credit,498956.4,498956.4,24.45,Yes,785.95,No
TXN001429,2023-07-08,2023,July,Q3,CUST1139,FirstBank Nigeria,Branch_13,Retail,Wire Transfer,Credit,1463002.33,1808278.16,8.41,Yes,775.41,No
TXN001767,2023-07-08,2023,July,Q3,CUST1345,GTBank,Branch_13,Individual,POS Payment,Debit,1807671.34,0.0,8.36,No,1241.81,No
TXN000449,2023-07-10,2023,July,Q3,CUST1309,Access Bank,Branch_01,Individual,ATM Withdrawal,Debit,1042110.92,2198878.33,15.14,No,856.28,No
TXN000075,2023-07-12,2023,July,Q3,CUST1155,UBA,Branch_11,Government,Wire Transfer,Credit,161343.48,3675025.22,6.26,No,1263.16,No
TXN000097,2023-07-13,2023,July,Q3,CUST1187,GTBank,Branch_04,Government,Interest Credit,Credit,1934784.46,4612503.71,11.11,No,1148.08,No
TXN000082,2023-07-14,2023,July,Q3,CUST1149,Access Bank,Branch_20,Government,Wire Transfer,Credit,487839.95,3056756.42,15.97,Yes,1182.0,No
TXN000897,2023-07-14,2023,July,Q3,CUST1185,GTBank,Branch_13,SME,Loan Repayment,Debit,20221.73,4530542.95,12.67,No,1559.02,No
TXN000657,2023-07-14,2023,July,Q3,CUST1142,Access Bank,Branch_17,Government,ATM Withdrawal,Debit,1333520.68,2056455.99,23.55,No,987.06,No
TXN001567,2023-07-15,2023,July,Q3,CUST1485,Access Bank,Branch_02,SME,Deposit,Credit,6613.26,1415196.79,14.31,Yes,1386.08,No
TXN000266,2023-07-16,2023,July,Q3,CUST1477,FirstBank Nigeria,Branch_02,SME,ATM Withdrawal,Debit,165299.85,2491472.21,18.13,No,1086.89,No
TXN000094,2023-07-17,2023,July,Q3,CUST1424,FirstBank Nigeria,Branch_08,Individual,Deposit,Credit,1490471.72,4798709.31,21.32,No,1266.01,No
TXN000001,2023-07-18,2023,July,Q3,CUST1327,GTBank,Branch_03,Corporate,Loan Repayment,Debit,1473074.19,0.0,18.36,No,1251.92,No
TXN000422,2023-07-19,2023,July,Q3,CUST1187,Access Bank,Branch_18,Government,Loan Repayment,Debit,1104433.84,3427080.19,16.09,No,1221.67,No
TXN001032,2023-07-19,2023,July,Q3,CUST1051,GTBank,Branch_09,Government,POS Payment,Debit,786074.41,2780551.95,9.68,No,1170.9,No
TXN001302,2023-07-19,2023,July,Q3,CUST1375,Zenith Bank,Branch_01,Government,ATM Withdrawal,Debit,1334123.48,3243664.03,10.27,No,835.96,No
TXN000428,2023-07-20,2023,July,Q3,CUST1044,Access Bank,Branch_03,Government,ATM Withdrawal,Debit,811199.21,33774.2,9.31,Yes,1531.3,No
TXN000062,2023-07-20,2023,July,Q3,CUST1132,UBA,Branch_16,Individual,Deposit,Credit,1896151.12,3630828.39,7.13,No,1221.9,No
TXN001564,2023-07-21,2023,July,Q3,CUST1111,FirstBank Nigeria,Branch_04,Corporate,Deposit,Credit,1434614.39,1808278.16,21.27,Yes,1040.15,No
TXN000807,2023-07-21,2023,July,Q3,CUST1040,GTBank,Branch_07,Retail,Withdrawal,Debit,143161.68,1264715.47,6.23,No,1323.84,No
TXN001475,2023-07-23,2023,July,Q3,CUST1035,FirstBank Nigeria,Branch_07,Corporate,Interest Credit,Credit,1567849.34,6859601.38,23.09,No,1168.88,No
TXN000006,2023-07-24,2023,July,Q3,CUST1443,Access Bank,Branch_03,Corporate,ATM Withdrawal,Debit,740676.84,0.0,9.48,Yes,1267.76,No
TXN001543,2023-07-24,2023,July,Q3,CUST1314,FirstBank Nigeria,Branch_09,Retail,ATM Withdrawal,Debit,706803.71,0.0,12.87,No,1366.52,No
TXN001779,2023-07-25,2023,July,Q3,CUST1184,Zenith Bank,Branch_02,Corporate,Wire Transfer,Credit,,1808278.16,17.21,No,1492.09,No
TXN000115,2023-07-25,2023,July,Q3,CUST1390,UBA,Branch_20,Government,Loan Repayment,Debit,1690387.75,0.0,24.02,No,1323.73,No
TXN001489,2023-07-25,2023,July,Q3,CUST1223,GTBank,Branch_03,Government,Loan Repayment,Debit,623540.89,149068.27,15.39,No,1277.8,No
TXN000018,2023-07-25,2023,July,Q3,CUST1036,Access Bank,Branch_16,Individual,Loan Repayment,Debit,265057.54,2330015.25,23.27,No,956.55,No
TXN000828,2023-07-26,2023,July,Q3,CUST1420,GTBank,Branch_13,Retail,Transfer,Debit,1214173.62,3491882.23,8.87,No,893.19,No
TXN001494,2023-07-26,2023,July,Q3,CUST1293,Access Bank,Branch_20,Government,Loan Repayment,Debit,350702.44,1439194.11,7.59,No,1391.34,No
TXN000935,2023-07-27,2023,July,Q3,CUST1112,GTBank,Branch_19,Retail,Interest Credit,Credit,1075008.7,1075008.7,24.1,No,1168.88,No
TXN000561,2023-07-27,2023,July,Q3,CUST1384,Access Bank,Branch_03,Individual,Withdrawal,Debit,1779886.0,1808278.16,7.18,No,1168.88,No
TXN000770,2023-07-27,2023,July,Q3,CUST1371,Access Bank,Branch_11,Individual,Loan Repayment,Debit,1009888.09,0.0,20.74,No,1289.89,No
TXN000175,2023-07-27,2023,July,Q3,CUST1258,UBA,Unknown,Corporate,Withdrawal,Debit,1950178.09,329076.09,12.98,No,1224.16,No
TXN000741,2023-07-27,2023,July,Q3,CUST1004,UBA,Branch_20,Government,Transfer,Debit,892655.01,4603716.58,9.4,Yes,1304.23,No
TXN000225,2023-07-29,2023,July,Q3,CUST1023,UBA,Branch_19,Corporate,Deposit,Credit,,6482156.71,11.48,No,872.56,No
TXN000533,2023-07-29,2023,July,Q3,CUST1076,FirstBank Nigeria,Branch_13,Government,ATM Withdrawal,Debit,1253208.44,2521130.68,21.51,No,909.27,No
TXN001798,2023-07-30,2023,July,Q3,CUST1090,FirstBank Nigeria,Unknown,SME,Withdrawal,Debit,1821482.49,6942154.36,21.68,No,1203.4,No
TXN001431,2023-07-30,2023,July,Q3,CUST1448,Zenith Bank,Branch_07,Corporate,Wire Transfer,Credit,1603981.06,6310162.75,5.96,No,949.6,No
TXN000411,2023-07-30,2023,July,Q3,CUST1117,GTBank,Branch_08,Corporate,Transfer,Debit,315136.03,116450.69,16.94,No,1102.42,No
TXN001908,2023-07-31,2023,July,Q3,CUST1492,Access Bank,Branch_08,SME,Transfer,Debit,1333587.53,0.0,12.43,No,971.63,No
TXN000769,2023-07-31,2023,July,Q3,CUST1261,FirstBank Nigeria,Branch_04,Individual,Transfer,Debit,1126381.62,2582342.29,11.21,No,1455.92,No
TXN001200,2023-07-31,2023,July,Q3,CUST1237,FirstBank Nigeria,Branch_12,Government,Withdrawal,Debit,920771.31,1675207.9,6.45,Yes,1168.88,No
TXN001419,2023-07-31,2023,July,Q3,CUST1321,Zenith Bank,Branch_09,Individual,ATM Withdrawal,Debit,777145.36,0.0,21.36,No,1034.31,No
TXN000690,2023-08-01,2023,August,Q3,CUST1409,GTBank,Branch_19,Government,Withdrawal,Debit,735515.33,0.0,12.98,No,940.81,No
TXN001104,2023-08-03,2023,August,Q3,CUST1218,GTBank,Branch_12,SME,Deposit,Credit,1214130.0,5116294.09,12.35,No,1150.08,No
TXN001214,2023-08-05,2023,August,Q3,CUST1011,UBA,Branch_04,Corporate,Wire Transfer,Credit,750881.03,4520253.65,15.71,No,832.43,No
TXN000165,2023-08-05,2023,August,Q3,CUST1481,FirstBank Nigeria,Branch_10,Corporate,Interest Credit,Credit,1270296.65,3888840.73,15.14,No,1272.26,No
TXN000743,2023-08-05,2023,August,Q3,CUST1276,GTBank,Branch_06,Individual,Withdrawal,Debit,1103795.81,0.0,15.41,No,1168.88,No
TXN001869,2023-08-06,2023,August,Q3,CUST1259,FirstBank Nigeria,Branch_08,Individual,Withdrawal,Debit,,7185782.98,15.14,No,1591.91,No
TXN000664,2023-08-06,2023,August,Q3,CUST1180,Zenith Bank,Branch_19,Retail,Deposit,Credit,1181131.6,3019767.53,7.94,No,772.86,No
TXN001738,2023-08-08,2023,August,Q3,CUST1363,FirstBank Nigeria,Branch_13,Retail,Loan Repayment,Debit,249827.02,1293993.62,17.21,No,1563.1,No
TXN000378,2023-08-09,2023,August,Q3,CUST1457,Access Bank,Branch_02,Individual,Deposit,Credit,213387.7,4428264.75,12.74,Yes,919.92,No
TXN000379,2023-08-10,2023,August,Q3,CUST1384,Zenith Bank,Branch_02,Retail,Transfer,Debit,1381344.4,2557039.95,11.11,No,1054.88,No
TXN000902,2023-08-11,2023,August,Q3,CUST1408,Zenith Bank,Branch_10,Individual,POS Payment,Debit,1883383.18,486512.63,22.25,No,1290.29,No
TXN000526,2023-08-12,2023,August,Q3,CUST1352,Access Bank,Branch_05,SME,ATM Withdrawal,Debit,1051019.76,0.0,24.41,No,1272.15,No
TXN001339,2023-08-12,2023,August,Q3,CUST1199,FirstBank Nigeria,Branch_19,Corporate,Deposit,Credit,1893586.32,3457779.35,11.34,No,1168.88,No
TXN000636,2023-08-13,2023,August,Q3,CUST1340,Access Bank,Branch_09,Government,Transfer,Debit,1813633.0,455638.89,17.75,Yes,1169.09,No
TXN001561,2023-08-13,2023,August,Q3,CUST1296,Zenith Bank,Branch_20,Individual,Loan Repayment,Debit,1712351.89,3222054.07,7.87,No,1173.03,No
TXN000636,2023-08-13,2023,August,Q3,CUST1340,Access Bank,Branch_09,Government,Transfer,Debit,1813633.0,1808278.16,17.75,Yes,1169.09,No
TXN001695,2023-08-13,2023,August,Q3,CUST1162,GTBank,Branch_14,SME,Transfer,Debit,1916031.24,0.0,22.8,No,1587.58,No
TXN001354,2023-08-13,2023,August,Q3,CUST1125,UBA,Branch_03,Corporate,Transfer,Debit,1094473.15,1933744.12,11.53,No,1098.44,No
TXN000841,2023-08-14,2023,August,Q3,CUST1212,FirstBank Nigeria,Branch_08,SME,Loan Repayment,Debit,685785.47,0.0,9.41,Yes,1431.23,No
TXN001670,2023-08-15,2023,August,Q3,CUST1137,UBA,Branch_02,Corporate,Deposit,Credit,254184.72,1468519.68,22.95,No,1558.69,No
TXN001780,2023-08-16,2023,August,Q3,CUST1356,Zenith Bank,Branch_16,Individual,Deposit,Credit,833073.54,2225103.58,21.56,No,1512.09,No
TXN000259,2023-08-16,2023,August,Q3,CUST1149,UBA,Branch_14,Individual,Interest Credit,Credit,1970983.86,5027740.28,18.41,No,1530.95,No
TXN001568,2023-08-16,2023,August,Q3,CUST1268,GTBank,Branch_14,Retail,POS Payment,Debit,8592887306.63,2078785.55,8.17,No,1403.7,Yes
TXN001995,2023-08-16,2023,August,Q3,CUST1184,GTBank,Branch_09,Retail,Transfer,Debit,751673.12,0.0,12.66,No,1252.44,No
TXN000168,2023-08-17,2023,August,Q3,CUST1254,Zenith Bank,Branch_03,Corporate,Wire Transfer,Credit,1609473.96,6060008.52,18.51,No,1335.32,No
TXN001960,2023-08-17,2023,August,Q3,CUST1314,UBA,Branch_14,Individual,ATM Withdrawal,Debit,787245.11,0.0,23.03,No,960.81,No
TXN001484,2023-08-19,2023,August,Q3,CUST1366,GTBank,Branch_19,Individual,POS Payment,Debit,1755522.27,378117.53,23.75,No,957.46,No
TXN001837,2023-08-19,2023,August,Q3,CUST1233,FirstBank Nigeria,Branch_04,Government,Transfer,Debit,593947.32,1808278.16,16.94,No,1210.54,No
TXN001048,2023-08-19,2023,August,Q3,CUST1041,GTBank,Branch_13,Government,Deposit,Credit,1865903.06,1865903.06,10.23,No,1109.18,No
TXN000824,2023-08-21,2023,August,Q3,CUST1321,FirstBank Nigeria,Branch_12,Government,Loan Repayment,Debit,822850.68,832539.94,19.98,No,815.05,No
TXN000370,2023-08-21,2023,August,Q3,CUST1493,UBA,Branch_14,Retail,ATM Withdrawal,Debit,92033.33,1121609.05,8.62,No,840.92,No
TXN000067,2023-08-22,2023,August,Q3,CUST1283,GTBank,Branch_15,Retail,Wire Transfer,Credit,1745503.11,3017708.21,15.14,Yes,1039.6,No
TXN001756,2023-08-23,2023,August,Q3,CUST1383,FirstBank Nigeria,Branch_02,Government,POS Payment,Debit,1910926.37,0.0,8.32,No,1162.27,No
TXN001649,2023-08-24,2023,August,Q3,CUST1041,UBA,Branch_17,SME,Withdrawal,Debit,109119.91,1075737.9,13.25,No,916.51,No
TXN001105,2023-08-26,2023,August,Q3,CUST1498,UBA,Unknown,Corporate,Deposit,Credit,736919.68,1572166.1,11.03,No,771.7,No
TXN001625,2023-08-26,2023,August,Q3,CUST1438,GTBank,Branch_11,Retail,POS Payment,Debit,1659251.36,1808278.16,17.48,No,952.0,No
TXN001680,2023-08-26,2023,August,Q3,CUST1180,GTBank,Unknown,Corporate,Loan Repayment,Debit,1367209.41,173904.68,19.55,No,1455.76,No
TXN000355,2023-08-28,2023,August,Q3,CUST1183,GTBank,Branch_11,Individual,Deposit,Credit,992961.25,4524973.16,9.45,No,949.33,No
TXN000136,2023-08-29,2023,August,Q3,CUST1070,FirstBank Nigeria,Branch_05,SME,Deposit,Credit,1752847.35,2569825.96,17.24,No,887.91,No
TXN001131,2023-08-29,2023,August,Q3,CUST1246,FirstBank Nigeria,Branch_14,Retail,Loan Repayment,Debit,1925856.44,0.0,22.54,No,1573.96,No
TXN000626,2023-08-29,2023,August,Q3,CUST1169,Access Bank,Branch_15,Individual,Interest Credit,Credit,1333942.02,5109249.15,20.69,No,1037.88,No
TXN001636,2023-08-29,2023,August,Q3,CUST1267,GTBank,Branch_11,Individual,ATM Withdrawal,Debit,768505.63,2138447.95,23.59,Yes,1230.54,No
TXN001289,2023-08-29,2023,August,Q3,CUST1061,GTBank,Branch_17,SME,ATM Withdrawal,Debit,905403.37,3949276.31,16.01,No,905.22,No
TXN000357,2023-08-30,2023,August,Q3,CUST1329,Zenith Bank,Branch_10,Retail,Wire Transfer,Credit,200067.93,1394311.35,8.82,Yes,1056.18,No
TXN001984,2023-08-30,2023,August,Q3,CUST1276,Access Bank,Branch_01,Individual,Withdrawal,Debit,1619094.1,0.0,20.65,No,827.24,No
TXN000066,2023-08-30,2023,August,Q3,CUST1051,GTBank,Branch_02,Corporate,ATM Withdrawal,Debit,604884.04,3566626.36,18.95,No,1578.15,No
TXN001201,2023-08-30,2023,August,Q3,CUST1172,FirstBank Nigeria,Branch_10,Corporate,Interest Credit,Credit,586832.75,3135491.59,13.42,No,1290.59,No
TXN001152,2023-08-31,2023,August,Q3,CUST1004,FirstBank Nigeria,Branch_11,SME,POS Payment,Debit,1440026.02,1272033.45,22.22,No,1272.84,No
TXN001555,2023-09-01,2023,September,Q3,CUST1281,UBA,Branch_14,Retail,Interest Credit,Credit,1790703.96,3313493.0,19.79,Yes,829.02,No
TXN000822,2023-09-02,2023,September,Q3,CUST1431,Access Bank,Branch_15,Government,Transfer,Debit,498645.07,4157136.13,22.6,Yes,1076.97,No
TXN001427,2023-09-02,2023,September,Q3,CUST1011,FirstBank Nigeria,Branch_07,SME,Withdrawal,Debit,284105.25,3320339.49,14.18,No,852.28,No
TXN000338,2023-09-04,2023,September,Q3,CUST1441,GTBank,Branch_20,Individual,Transfer,Debit,1531066.04,0.0,22.59,No,1093.48,No
TXN001422,2023-09-04,2023,September,Q3,CUST1376,GTBank,Branch_09,SME,Interest Credit,Credit,927827.65,1435274.57,17.81,No,934.29,No
TXN000338,2023-09-04,2023,September,Q3,CUST1441,GTBank,Branch_20,Individual,Transfer,Debit,1531066.04,0.0,22.59,No,1093.48,No
TXN001766,2023-09-06,2023,September,Q3,CUST1043,UBA,Branch_17,Retail,POS Payment,Debit,1529336.8,496942.69,18.19,No,1507.34,No
TXN001244,2023-09-06,2023,September,Q3,CUST1145,Zenith Bank,Branch_15,SME,Loan Repayment,Debit,550939.05,1600879.39,16.16,No,844.75,No
TXN001585,2023-09-06,2023,September,Q3,CUST1387,Access Bank,Branch_06,Retail,Transfer,Debit,1667322.53,2214633.97,8.52,No,1068.36,No
TXN000809,2023-09-06,2023,September,Q3,CUST1004,Zenith Bank,Branch_01,Government,ATM Withdrawal,Debit,1891657.11,2712059.47,21.12,No,1168.88,No
TXN001856,2023-09-06,2023,September,Q3,CUST1128,UBA,Branch_13,Individual,Loan Repayment,Debit,607627.64,636662.51,15.14,No,1532.97,No
TXN000456,2023-09-06,2023,September,Q3,CUST1244,FirstBank Nigeria,Branch_07,SME,POS Payment,Debit,1194209.0,929044.01,20.64,Yes,1099.98,No
TXN001242,2023-09-07,2023,September,Q3,CUST1110,UBA,Branch_15,Individual,Deposit,Credit,859796.42,3871350.58,22.69,No,1410.79,No
TXN000674,2023-09-07,2023,September,Q3,CUST1077,Access Bank,Branch_14,SME,POS Payment,Debit,1720441.81,0.0,22.81,No,976.89,No
TXN000847,2023-09-07,2023,September,Q3,CUST1042,UBA,Branch_15,Individual,Transfer,Debit,,1607733.46,10.39,No,990.74,No
TXN001444,2023-09-07,2023,September,Q3,CUST1305,Zenith Bank,Branch_16,SME,POS Payment,Debit,417292.59,1462229.57,13.64,No,1289.94,No
TXN001552,2023-09-07,2023,September,Q3,CUST1255,Access Bank,Branch_05,Retail,Deposit,Credit,1962517.1,3539023.5,11.73,No,1541.7,No
TXN001273,2023-09-08,2023,September,Q3,CUST1222,GTBank,Branch_11,Government,Withdrawal,Debit,1751945.66,0.0,5.8,No,788.56,No
TXN000486,2023-09-08,2023,September,Q3,CUST1048,FirstBank Nigeria,Branch_14,Retail,POS Payment,Debit,1560353.76,1436040.69,23.02,No,1104.04,No
TXN000353,2023-09-09,2023,September,Q3,CUST1351,Access Bank,Branch_04,Individual,Withdrawal,Debit,540319.31,2629721.82,17.01,No,1184.85,No
TXN001926,2023-09-09,2023,September,Q3,CUST1013,GTBank,Branch_03,Corporate,Withdrawal,Debit,1526246.13,0.0,15.55,No,1170.22,No
TXN000273,2023-09-10,2023,September,Q3,CUST1337,GTBank,Branch_08,Government,Loan Repayment,Debit,591436.33,1839498.94,6.54,No,1170.65,No
TXN000394,2023-09-10,2023,September,Q3,CUST1402,UBA,Branch_01,SME,Withdrawal,Debit,1530665.84,0.0,13.82,No,1168.88,No
TXN000273,2023-09-10,2023,September,Q3,CUST1337,GTBank,Branch_08,Government,Loan Repayment,Debit,591436.33,1839498.94,6.54,Yes,1170.65,No
TXN000208,2023-09-11,2023,September,Q3,CUST1419,GTBank,Branch_06,Government,Loan Repayment,Debit,601351.66,1035940.66,6.66,No,1282.09,No
TXN001967,2023-09-11,2023,September,Q3,CUST1021,Zenith Bank,Branch_08,SME,POS Payment,Debit,763312.15,1808278.16,6.72,No,1231.59,No
TXN000671,2023-09-11,2023,September,Q3,CUST1177,UBA,Branch_09,Government,Interest Credit,Credit,1327081.67,5315557.83,11.45,No,1281.22,No
TXN000548,2023-09-11,2023,September,Q3,CUST1036,UBA,Branch_06,Government,Wire Transfer,Credit,1181276.65,5009332.87,10.03,Yes,1577.81,No
TXN001053,2023-09-12,2023,September,Q3,CUST1071,GTBank,Branch_02,Corporate,ATM Withdrawal,Debit,1241969.04,203284.52,22.6,Yes,1392.03,No
TXN000808,2023-09-12,2023,September,Q3,CUST1128,Zenith Bank,Branch_18,Individual,Loan Repayment,Debit,1995992.41,123288.64,24.47,No,1525.53,No
TXN001378,2023-09-12,2023,September,Q3,CUST1009,Access Bank,Branch_13,Government,Loan Repayment,Debit,,923021.05,6.18,No,1035.29,No
TXN001526,2023-09-12,2023,September,Q3,CUST1062,GTBank,Branch_02,Retail,Wire Transfer,Credit,728736.56,3670940.51,12.93,No,776.67,No
TXN000662,2023-09-13,2023,September,Q3,CUST1090,GTBank,Branch_04,Government,Wire Transfer,Credit,269409.24,3074908.66,19.1,No,1233.53,No
TXN001723,2023-09-13,2023,September,Q3,CUST1047,GTBank,Branch_20,SME,Wire Transfer,Credit,1307682.53,1307682.53,19.46,No,1449.76,No
TXN001902,2023-09-13,2023,September,Q3,CUST1030,UBA,Branch_13,SME,Interest Credit,Credit,601355.94,4269617.33,6.19,No,1582.74,No
TXN001197,2023-09-13,2023,September,Q3,CUST1027,Access Bank,Branch_12,Retail,Interest Credit,Credit,1207470.28,3956445.54,15.14,No,1413.85,No
TXN001063,2023-09-13,2023,September,Q3,CUST1005,FirstBank Nigeria,Branch_15,Retail,Wire Transfer,Credit,1816262.62,6602864.9,12.24,No,985.37,No
TXN000128,2023-09-13,2023,September,Q3,CUST1034,Zenith Bank,Branch_02,SME,Deposit,Credit,1014920.1,3386079.46,11.4,Yes,1063.43,No
TXN001396,2023-09-14,2023,September,Q3,CUST1081,UBA,Branch_14,Corporate,Interest Credit,Credit,380297.15,380297.15,17.03,No,1555.23,No
TXN000286,2023-09-15,2023,September,Q3,CUST1102,UBA,Branch_07,Government,Loan Repayment,Debit,736863.12,756532.58,23.97,No,1372.59,No
TXN000816,2023-09-16,2023,September,Q3,CUST1231,FirstBank Nigeria,Unknown,Retail,Transfer,Debit,,0.0,8.88,No,1165.32,No
TXN000368,2023-09-16,2023,September,Q3,CUST1493,UBA,Branch_08,Government,Loan Repayment,Debit,1900735.08,1213642.38,12.4,Yes,1467.67,No
TXN001324,2023-09-16,2023,September,Q3,CUST1158,Zenith Bank,Branch_18,Individual,Loan Repayment,Debit,1596933.48,1576794.03,15.15,No,1583.15,No
TXN001246,2023-09-16,2023,September,Q3,CUST1221,FirstBank Nigeria,Branch_04,SME,Wire Transfer,Debit,1275947.01,2916907.05,15.73,No,1398.42,No
TXN001093,2023-09-17,2023,September,Q3,CUST1272,FirstBank Nigeria,Branch_09,Retail,ATM Withdrawal,Debit,1820152.98,0.0,19.84,Yes,1438.71,No
TXN000909,2023-09-17,2023,September,Q3,CUST1472,UBA,Branch_01,Government,Deposit,Credit,1785041.57,4125580.23,21.62,Yes,1273.2,No
TXN000903,2023-09-18,2023,September,Q3,CUST1044,Access Bank,Branch_03,Retail,ATM Withdrawal,Debit,1269536.02,0.0,6.96,No,890.35,No
TXN000688,2023-09-18,2023,September,Q3,CUST1102,Zenith Bank,Branch_05,Retail,Withdrawal,Debit,316065.97,2463207.65,15.31,No,1469.92,No
TXN001046,2023-09-19,2023,September,Q3,CUST1250,FirstBank Nigeria,Branch_12,SME,POS Payment,Debit,1320676.5,1412928.68,5.51,No,1168.88,No
TXN000400,2023-09-19,2023,September,Q3,CUST1315,UBA,Branch_06,Individual,Transfer,Debit,1133940.35,809547.12,20.85,No,754.11,No
TXN001903,2023-09-20,2023,September,Q3,CUST1350,UBA,Branch_20,Corporate,Loan Repayment,Debit,1135321.99,2577865.3,12.03,No,1070.39,No
TXN001468,2023-09-20,2023,September,Q3,CUST1178,GTBank,Branch_07,Individual,ATM Withdrawal,Debit,1352362.18,0.0,10.79,No,1403.07,No
TXN001523,2023-09-20,2023,September,Q3,CUST1260,Zenith Bank,Branch_10,Government,POS Payment,Debit,1614028.25,961098.64,9.97,No,1316.32,No
TXN001537,2023-09-20,2023,September,Q3,CUST1487,UBA,Branch_10,Government,Deposit,Credit,1977742.35,1977742.35,9.55,No,1412.72,No
TXN001247,2023-09-22,2023,September,Q3,CUST1109,UBA,Branch_20,SME,Interest Credit,Credit,1532957.82,2770561.79,14.47,Yes,928.75,No
TXN001027,2023-09-22,2023,September,Q3,CUST1351,UBA,Unknown,Corporate,Withdrawal,Debit,922177.77,3454618.98,7.54,No,1509.98,No
TXN001712,2023-09-23,2023,September,Q3,CUST1284,Zenith Bank,Branch_16,Retail,POS Payment,Debit,978461.9,0.0,17.75,No,936.04,No
TXN000855,2023-09-23,2023,September,Q3,CUST1195,Access Bank,Branch_05,Retail,Withdrawal,Debit,1272542.41,0.0,20.26,Yes,978.67,No
TXN000120,2023-09-24,2023,September,Q3,CUST1303,FirstBank Nigeria,Branch_07,Government,Loan Repayment,Debit,1968899.09,489933.04,6.54,No,1402.25,No
TXN000172,2023-09-24,2023,September,Q3,CUST1263,Access Bank,Branch_07,Retail,Deposit,Credit,1890492.99,4251227.82,15.1,No,1245.84,No
TXN001480,2023-09-24,2023,September,Q3,CUST1122,Access Bank,Branch_15,Government,POS Payment,Debit,427168.93,1215124.92,7.41,No,1126.15,No
TXN000534,2023-09-24,2023,September,Q3,CUST1059,Zenith Bank,Branch_15,SME,Deposit,Credit,828032.2,2587109.72,14.94,No,1455.04,No
TXN000970,2023-09-26,2023,September,Q3,CUST1007,UBA,Branch_06,Government,Withdrawal,Debit,188680.93,567300.55,11.46,No,807.94,No
TXN001860,2023-09-26,2023,September,Q3,CUST1358,FirstBank Nigeria,Branch_17,Corporate,Withdrawal,Debit,199909.88,7035860.21,7.08,No,1550.19,No
TXN001345,2023-09-27,2023,September,Q3,CUST1363,GTBank,Branch_09,Government,Interest Credit,Credit,,1543820.64,13.4,No,1466.24,No
